"Depth (m)"	"5 keV/R"	"1 uR"	"1 mR"	"10 mR"	"20 mR"	"30 mR"	"40 mR"	"50 mR"	"75 mR"	"100 mR"
0.00E+00	2.20E+14	2.20E+08	2.20E+11	2.20E+12	4.40E+12	6.59E+12	8.79E+12	1.10E+13	16485900000000	2.20E+13
4.00E-07	2.15E+14	2.15E+08	2.15E+11	2.15E+12	4.30E+12	6.45E+12	8.59E+12	1.07E+13	16113750000000	2.15E+13
8.00E-07	2.10E+14	2.10E+08	2.10E+11	2.10E+12	4.20E+12	6.30E+12	8.40E+12	1.05E+13	15749925000000	2.10E+13
1.20E-06	2.05E+14	2.05E+08	2.05E+11	2.05E+12	4.11E+12	6.16E+12	8.21E+12	1.03E+13	15394350000000	2.05E+13
1.60E-06	2.01E+14	2.01E+08	2.01E+11	2.01E+12	4.01E+12	6.02E+12	8.02E+12	1.00E+13	15046800000000	2.01E+13
2.00E-06	1.96E+14	1.96E+08	1.96E+11	1.96E+12	3.92E+12	5.88E+12	7.84E+12	9.80E+12	14707050000000	1.96E+13
2.40E-06	1.92E+14	1.92E+08	1.92E+11	1.92E+12	3.83E+12	5.75E+12	7.67E+12	9.58E+12	14375025000000	1.92E+13
2.80E-06	1.87E+14	1.87E+08	1.87E+11	1.87E+12	3.75E+12	5.62E+12	7.49E+12	9.37E+12	14050500000000	1.87E+13
3.20E-06	1.83E+14	1.83E+08	1.83E+11	1.83E+12	3.66E+12	5.49E+12	7.32E+12	9.16E+12	13733250000000	1.83E+13
3.60E-06	1.79E+14	1.79E+08	1.79E+11	1.79E+12	3.58E+12	5.37E+12	7.16E+12	8.95E+12	13423200000000	1.79E+13
4.00E-06	1.75E+14	1.75E+08	1.75E+11	1.75E+12	3.50E+12	5.25E+12	7.00E+12	8.75E+12	13120200000000	1.75E+13
4.40E-06	1.71E+14	1.71E+08	1.71E+11	1.71E+12	3.42E+12	5.13E+12	6.84E+12	8.55E+12	12823950000000	1.71E+13
4.80E-06	1.67E+14	1.67E+08	1.67E+11	1.67E+12	3.34E+12	5.01E+12	6.69E+12	8.36E+12	12534450000000	1.67E+13
5.20E-06	1.63E+14	1.63E+08	1.63E+11	1.63E+12	3.27E+12	4.90E+12	6.53E+12	8.17E+12	12251475000000	1.63E+13
5.60E-06	1.60E+14	1.60E+08	1.60E+11	1.60E+12	3.19E+12	4.79E+12	6.39E+12	7.98E+12	11974875000000	1.60E+13
6.00E-06	1.56E+14	1.56E+08	1.56E+11	1.56E+12	3.12E+12	4.68E+12	6.24E+12	7.80E+12	11704500000000	1.56E+13
6.40E-06	1.53E+14	1.53E+08	1.53E+11	1.53E+12	3.05E+12	4.58E+12	6.10E+12	7.63E+12	11440200000000	1.53E+13
6.80E-06	1.49E+14	1.49E+08	1.49E+11	1.49E+12	2.98E+12	4.47E+12	5.96E+12	7.45E+12	11181975000000	1.49E+13
7.20E-06	1.46E+14	1.46E+08	1.46E+11	1.46E+12	2.91E+12	4.37E+12	5.83E+12	7.29E+12	10929525000000	1.46E+13
7.60E-06	1.42E+14	1.42E+08	1.42E+11	1.42E+12	2.85E+12	4.27E+12	5.70E+12	7.12E+12	10682775000000	1.42E+13
8.00E-06	1.39E+14	1.39E+08	1.39E+11	1.39E+12	2.78E+12	4.18E+12	5.57E+12	6.96E+12	10441575000000	1.39E+13
8.40E-06	1.36E+14	1.36E+08	1.36E+11	1.36E+12	2.72E+12	4.08E+12	5.44E+12	6.80E+12	10205850000000	1.36E+13
8.80E-06	1.33E+14	1.33E+08	1.33E+11	1.33E+12	2.66E+12	3.99E+12	5.32E+12	6.65E+12	9975375000000	1.33E+13
9.20E-06	1.30E+14	1.30E+08	1.30E+11	1.30E+12	2.60E+12	3.90E+12	5.20E+12	6.50E+12	9750225000000	1.30E+13
9.60E-06	1.27E+14	1.27E+08	1.27E+11	1.27E+12	2.54E+12	3.81E+12	5.08E+12	6.35E+12	9530025000000	1.27E+13
1.00E-05	1.24E+14	1.24E+08	1.24E+11	1.24E+12	2.48E+12	3.73E+12	4.97E+12	6.21E+12	9314925000000	1.24E+13
1.04E-05	1.21E+14	1.21E+08	1.21E+11	1.21E+12	2.43E+12	3.64E+12	4.86E+12	6.07E+12	9104625000000	1.21E+13
1.08E-05	1.19E+14	1.19E+08	1.19E+11	1.19E+12	2.37E+12	3.56E+12	4.75E+12	5.93E+12	8899050000000	1.19E+13
1.12E-05	1.16E+14	1.16E+08	1.16E+11	1.16E+12	2.32E+12	3.48E+12	4.64E+12	5.80E+12	8698125000000	1.16E+13
1.16E-05	1.13E+14	1.13E+08	1.13E+11	1.13E+12	2.27E+12	3.40E+12	4.53E+12	5.67E+12	8501775000000	1.13E+13
1.20E-05	1.11E+14	1.11E+08	1.11E+11	1.11E+12	2.22E+12	3.32E+12	4.43E+12	5.54E+12	8309850000000	1.11E+13
1.24E-05	1.08E+14	1.08E+08	1.08E+11	1.08E+12	2.17E+12	3.25E+12	4.33E+12	5.41E+12	8122200000000	1.08E+13
1.28E-05	1.06E+14	1.06E+08	1.06E+11	1.06E+12	2.12E+12	3.18E+12	4.23E+12	5.29E+12	7938825000000	1.06E+13
1.32E-05	1.03E+14	1.03E+08	1.03E+11	1.03E+12	2.07E+12	3.10E+12	4.14E+12	5.17E+12	7759575000000	1.03E+13
1.36E-05	1.01E+14	1.01E+08	1.01E+11	1.01E+12	2.02E+12	3.03E+12	4.05E+12	5.06E+12	7584375000000	1.01E+13
1.40E-05	9.88E+13	9.88E+07	9.88E+10	9.88E+11	1.98E+12	2.97E+12	3.95E+12	4.94E+12	7413172500000	9.88E+12
1.44E-05	9.66E+13	9.66E+07	9.66E+10	9.66E+11	1.93E+12	2.90E+12	3.86E+12	4.83E+12	7245810000000	9.66E+12
1.48E-05	9.44E+13	9.44E+07	9.44E+10	9.44E+11	1.89E+12	2.83E+12	3.78E+12	4.72E+12	7082220000000	9.44E+12
1.52E-05	9.23E+13	9.23E+07	9.23E+10	9.23E+11	1.85E+12	2.77E+12	3.69E+12	4.61E+12	6922327500000	9.23E+12
1.56E-05	9.02E+13	9.02E+07	9.02E+10	9.02E+11	1.80E+12	2.71E+12	3.61E+12	4.51E+12	6766042500000	9.02E+12
1.60E-05	8.82E+13	8.82E+07	8.82E+10	8.82E+11	1.76E+12	2.65E+12	3.53E+12	4.41E+12	6613282500000	8.82E+12
1.64E-05	8.62E+13	8.62E+07	8.62E+10	8.62E+11	1.72E+12	2.59E+12	3.45E+12	4.31E+12	6463972500000	8.62E+12
1.68E-05	8.42E+13	8.42E+07	8.42E+10	8.42E+11	1.68E+12	2.53E+12	3.37E+12	4.21E+12	6318037500000	8.42E+12
1.72E-05	8.23E+13	8.23E+07	8.23E+10	8.23E+11	1.65E+12	2.47E+12	3.29E+12	4.12E+12	6175395000000	8.23E+12
1.76E-05	8.05E+13	8.05E+07	8.05E+10	8.05E+11	1.61E+12	2.41E+12	3.22E+12	4.02E+12	6035977500000	8.05E+12
1.80E-05	7.87E+13	7.87E+07	7.87E+10	7.87E+11	1.57E+12	2.36E+12	3.15E+12	3.93E+12	5899702500000	7.87E+12
1.84E-05	7.69E+13	7.69E+07	7.69E+10	7.69E+11	1.54E+12	2.31E+12	3.08E+12	3.84E+12	5766502500000	7.69E+12
1.88E-05	7.52E+13	7.52E+07	7.52E+10	7.52E+11	1.50E+12	2.25E+12	3.01E+12	3.76E+12	5636317500000	7.52E+12
1.92E-05	7.35E+13	7.35E+07	7.35E+10	7.35E+11	1.47E+12	2.20E+12	2.94E+12	3.67E+12	5509065000000	7.35E+12
1.96E-05	7.18E+13	7.18E+07	7.18E+10	7.18E+11	1.44E+12	2.15E+12	2.87E+12	3.59E+12	5384685000000	7.18E+12
2.00E-05	7.02E+13	7.02E+07	7.02E+10	7.02E+11	1.40E+12	2.11E+12	2.81E+12	3.51E+12	5263117500000	7.02E+12
2.04E-05	6.86E+13	6.86E+07	6.86E+10	6.86E+11	1.37E+12	2.06E+12	2.74E+12	3.43E+12	5144295000000	6.86E+12
2.08E-05	6.70E+13	6.70E+07	6.70E+10	6.70E+11	1.34E+12	2.01E+12	2.68E+12	3.35E+12	5028150000000	6.70E+12
2.12E-05	6.55E+13	6.55E+07	6.55E+10	6.55E+11	1.31E+12	1.97E+12	2.62E+12	3.28E+12	4914630000000	6.55E+12
2.16E-05	6.40E+13	6.40E+07	6.40E+10	6.40E+11	1.28E+12	1.92E+12	2.56E+12	3.20E+12	4803675000000	6.40E+12
2.20E-05	6.26E+13	6.26E+07	6.26E+10	6.26E+11	1.25E+12	1.88E+12	2.50E+12	3.13E+12	4695217500000	6.26E+12
2.24E-05	6.12E+13	6.12E+07	6.12E+10	6.12E+11	1.22E+12	1.84E+12	2.45E+12	3.06E+12	4589220000000	6.12E+12
2.28E-05	5.98E+13	5.98E+07	5.98E+10	5.98E+11	1.20E+12	1.79E+12	2.39E+12	2.99E+12	4485607500000	5.98E+12
2.32E-05	5.85E+13	5.85E+07	5.85E+10	5.85E+11	1.17E+12	1.75E+12	2.34E+12	2.92E+12	4384335000000	5.85E+12
2.36E-05	5.71E+13	5.71E+07	5.71E+10	5.71E+11	1.14E+12	1.71E+12	2.29E+12	2.86E+12	4285350000000	5.71E+12
2.40E-05	5.58E+13	5.58E+07	5.58E+10	5.58E+11	1.12E+12	1.68E+12	2.23E+12	2.79E+12	4188600000000	5.58E+12
2.44E-05	5.46E+13	5.46E+07	5.46E+10	5.46E+11	1.09E+12	1.64E+12	2.18E+12	2.73E+12	4094032500000	5.46E+12
2.48E-05	5.34E+13	5.34E+07	5.34E+10	5.34E+11	1.07E+12	1.60E+12	2.13E+12	2.67E+12	4001602500000	5.34E+12
2.52E-05	5.22E+13	5.22E+07	5.22E+10	5.22E+11	1.04E+12	1.56E+12	2.09E+12	2.61E+12	3911257500000	5.22E+12
2.56E-05	5.10E+13	5.10E+07	5.10E+10	5.10E+11	1.02E+12	1.53E+12	2.04E+12	2.55E+12	3822960000000	5.10E+12
2.60E-05	4.98E+13	4.98E+07	4.98E+10	4.98E+11	9.96E+11	1.49E+12	1.99E+12	2.49E+12	3736642500000	4.98E+12
2.64E-05	4.87E+13	4.87E+07	4.87E+10	4.87E+11	9.74E+11	1.46E+12	1.95E+12	2.43E+12	3652282500000	4.87E+12
2.68E-05	4.76E+13	4.76E+07	4.76E+10	4.76E+11	9.52E+11	1.43E+12	1.90E+12	2.38E+12	3569827500000	4.76E+12
2.72E-05	4.65E+13	4.65E+07	4.65E+10	4.65E+11	9.30E+11	1.40E+12	1.86E+12	2.33E+12	3489232500000	4.65E+12
2.76E-05	4.55E+13	4.55E+07	4.55E+10	4.55E+11	9.09E+11	1.36E+12	1.82E+12	2.27E+12	3410452500000	4.55E+12
2.80E-05	4.44E+13	4.44E+07	4.44E+10	4.44E+11	8.89E+11	1.33E+12	1.78E+12	2.22E+12	3333457500000	4.44E+12
2.84E-05	4.34E+13	4.34E+07	4.34E+10	4.34E+11	8.69E+11	1.30E+12	1.74E+12	2.17E+12	3258195000000	4.34E+12
2.88E-05	4.25E+13	4.25E+07	4.25E+10	4.25E+11	8.49E+11	1.27E+12	1.70E+12	2.12E+12	3184635000000	4.25E+12
2.92E-05	4.15E+13	4.15E+07	4.15E+10	4.15E+11	8.30E+11	1.25E+12	1.66E+12	2.08E+12	3112740000000	4.15E+12
2.96E-05	4.06E+13	4.06E+07	4.06E+10	4.06E+11	8.11E+11	1.22E+12	1.62E+12	2.03E+12	3042465000000	4.06E+12
3.00E-05	3.97E+13	3.97E+07	3.97E+10	3.97E+11	7.93E+11	1.19E+12	1.59E+12	1.98E+12	2973772500000	3.97E+12
3.04E-05	3.88E+13	3.88E+07	3.88E+10	3.88E+11	7.75E+11	1.16E+12	1.55E+12	1.94E+12	2906632500000	3.88E+12
3.08E-05	3.79E+13	3.79E+07	3.79E+10	3.79E+11	7.58E+11	1.14E+12	1.52E+12	1.89E+12	2841015000000	3.79E+12
3.12E-05	3.70E+13	3.70E+07	3.70E+10	3.70E+11	7.40E+11	1.11E+12	1.48E+12	1.85E+12	2776867500000	3.70E+12
3.16E-05	3.62E+13	3.62E+07	3.62E+10	3.62E+11	7.24E+11	1.09E+12	1.45E+12	1.81E+12	2714175000000	3.62E+12
3.20E-05	3.54E+13	3.54E+07	3.54E+10	3.54E+11	7.07E+11	1.06E+12	1.41E+12	1.77E+12	2652900000000	3.54E+12
3.24E-05	3.46E+13	3.46E+07	3.46E+10	3.46E+11	6.91E+11	1.04E+12	1.38E+12	1.73E+12	2593005000000	3.46E+12
3.28E-05	3.38E+13	3.38E+07	3.38E+10	3.38E+11	6.76E+11	1.01E+12	1.35E+12	1.69E+12	2534460000000	3.38E+12
3.32E-05	3.30E+13	3.30E+07	3.30E+10	3.30E+11	6.61E+11	9.91E+11	1.32E+12	1.65E+12	2477242500000	3.30E+12
3.36E-05	3.23E+13	3.23E+07	3.23E+10	3.23E+11	6.46E+11	9.69E+11	1.29E+12	1.61E+12	2421315000000	3.23E+12
3.40E-05	3.16E+13	3.16E+07	3.16E+10	3.16E+11	6.31E+11	9.47E+11	1.26E+12	1.58E+12	2366647500000	3.16E+12
3.44E-05	3.08E+13	3.08E+07	3.08E+10	3.08E+11	6.17E+11	9.25E+11	1.23E+12	1.54E+12	2313217500000	3.08E+12
3.48E-05	3.01E+13	3.01E+07	3.01E+10	3.01E+11	6.03E+11	9.04E+11	1.21E+12	1.51E+12	2260995000000	3.01E+12
3.52E-05	2.95E+13	2.95E+07	2.95E+10	2.95E+11	5.89E+11	8.84E+11	1.18E+12	1.47E+12	2209942500000	2.95E+12
3.56E-05	2.88E+13	2.88E+07	2.88E+10	2.88E+11	5.76E+11	8.64E+11	1.15E+12	1.44E+12	2160052500000	2.88E+12
3.60E-05	2.82E+13	2.82E+07	2.82E+10	2.82E+11	5.63E+11	8.45E+11	1.13E+12	1.41E+12	2111287500000	2.82E+12
3.64E-05	2.75E+13	2.75E+07	2.75E+10	2.75E+11	5.50E+11	8.25E+11	1.10E+12	1.38E+12	2063617500000	2.75E+12
3.68E-05	2.69E+13	2.69E+07	2.69E+10	2.69E+11	5.38E+11	8.07E+11	1.08E+12	1.34E+12	2017027500000	2.69E+12
3.72E-05	2.63E+13	2.63E+07	2.63E+10	2.63E+11	5.26E+11	7.89E+11	1.05E+12	1.31E+12	1971487500000	2.63E+12
3.76E-05	2.57E+13	2.57E+07	2.57E+10	2.57E+11	5.14E+11	7.71E+11	1.03E+12	1.28E+12	1926982500000	2.57E+12
3.80E-05	2.51E+13	2.51E+07	2.51E+10	2.51E+11	5.02E+11	7.53E+11	1.00E+12	1.26E+12	1883475000000	2.51E+12
3.84E-05	2.45E+13	2.45E+07	2.45E+10	2.45E+11	4.91E+11	7.36E+11	9.82E+11	1.23E+12	1840950000000	2.45E+12
3.88E-05	2.40E+13	2.40E+07	2.40E+10	2.40E+11	4.80E+11	7.20E+11	9.60E+11	1.20E+12	1799385000000	2.40E+12
3.92E-05	2.35E+13	2.35E+07	2.35E+10	2.35E+11	4.69E+11	7.04E+11	9.38E+11	1.17E+12	1758765000000	2.35E+12
3.96E-05	2.29E+13	2.29E+07	2.29E+10	2.29E+11	4.58E+11	6.88E+11	9.17E+11	1.15E+12	1719052500000	2.29E+12
4.00E-05	2.24E+13	2.24E+07	2.24E+10	2.24E+11	4.48E+11	6.72E+11	8.96E+11	1.12E+12	1680247500000	2.24E+12
4.04E-05	2.19E+13	2.19E+07	2.19E+10	2.19E+11	4.38E+11	6.57E+11	8.76E+11	1.09E+12	1642312500000	2.19E+12
4.08E-05	2.14E+13	2.14E+07	2.14E+10	2.14E+11	4.28E+11	6.42E+11	8.56E+11	1.07E+12	1605232500000	2.14E+12
4.12E-05	2.09E+13	2.09E+07	2.09E+10	2.09E+11	4.18E+11	6.28E+11	8.37E+11	1.05E+12	1568992500000	2.09E+12
4.16E-05	2.04E+13	2.04E+07	2.04E+10	2.04E+11	4.09E+11	6.13E+11	8.18E+11	1.02E+12	1533570000000	2.04E+12
4.20E-05	2.00E+13	2.00E+07	2.00E+10	2.00E+11	4.00E+11	6.00E+11	7.99E+11	9.99E+11	1498942500000	2.00E+12
4.24E-05	1.95E+13	1.95E+07	1.95E+10	1.95E+11	3.91E+11	5.86E+11	7.81E+11	9.77E+11	1465102500000	1.95E+12
4.28E-05	1.91E+13	1.91E+07	1.91E+10	1.91E+11	3.82E+11	5.73E+11	7.64E+11	9.55E+11	1432027500000	1.91E+12
4.32E-05	1.87E+13	1.87E+07	1.87E+10	1.87E+11	3.73E+11	5.60E+11	7.47E+11	9.33E+11	1399695000000	1.87E+12
4.36E-05	1.82E+13	1.82E+07	1.82E+10	1.82E+11	3.65E+11	5.47E+11	7.30E+11	9.12E+11	1368097500000	1.82E+12
4.40E-05	1.78E+13	1.78E+07	1.78E+10	1.78E+11	3.57E+11	5.35E+11	7.13E+11	8.91E+11	1337205000000	1.78E+12
4.44E-05	1.74E+13	1.74E+07	1.74E+10	1.74E+11	3.49E+11	5.23E+11	6.97E+11	8.71E+11	1307017500000	1.74E+12
4.48E-05	1.70E+13	1.70E+07	1.70E+10	1.70E+11	3.41E+11	5.11E+11	6.81E+11	8.52E+11	1277505000000	1.70E+12
4.52E-05	1.66E+13	1.66E+07	1.66E+10	1.66E+11	3.33E+11	4.99E+11	6.66E+11	8.32E+11	1248667500000	1.66E+12
4.56E-05	1.63E+13	1.63E+07	1.63E+10	1.63E+11	3.25E+11	4.88E+11	6.51E+11	8.14E+11	1220475000000	1.63E+12
4.60E-05	1.59E+13	1.59E+07	1.59E+10	1.59E+11	3.18E+11	4.77E+11	6.36E+11	7.95E+11	1192920000000	1.59E+12
4.64E-05	1.55E+13	1.55E+07	1.55E+10	1.55E+11	3.11E+11	4.66E+11	6.22E+11	7.77E+11	1165987500000	1.55E+12
4.68E-05	1.52E+13	1.52E+07	1.52E+10	1.52E+11	3.04E+11	4.56E+11	6.08E+11	7.60E+11	1139662500000	1.52E+12
4.72E-05	1.49E+13	1.49E+07	1.49E+10	1.49E+11	2.97E+11	4.46E+11	5.94E+11	7.43E+11	1113930000000	1.49E+12
4.76E-05	1.45E+13	1.45E+07	1.45E+10	1.45E+11	2.90E+11	4.36E+11	5.81E+11	7.26E+11	1088782500000	1.45E+12
4.80E-05	1.42E+13	1.42E+07	1.42E+10	1.42E+11	2.84E+11	4.26E+11	5.68E+11	7.09E+11	1064205000000	1.42E+12
4.84E-05	1.39E+13	1.39E+07	1.39E+10	1.39E+11	2.77E+11	4.16E+11	5.55E+11	6.93E+11	1040175000000	1.39E+12
4.88E-05	1.36E+13	1.36E+07	1.36E+10	1.36E+11	2.71E+11	4.07E+11	5.42E+11	6.78E+11	1016692500000	1.36E+12
4.92E-05	1.32E+13	1.32E+07	1.32E+10	1.32E+11	2.65E+11	3.97E+11	5.30E+11	6.62E+11	993742500000	1.32E+12
4.96E-05	1.30E+13	1.30E+07	1.30E+10	1.30E+11	2.59E+11	3.89E+11	5.18E+11	6.48E+11	971302500000	1.30E+12
5.00E-05	1.27E+13	1.27E+07	1.27E+10	1.27E+11	2.53E+11	3.80E+11	5.06E+11	6.33E+11	949372500000	1.27E+12
5.04E-05	1.24E+13	1.24E+07	1.24E+10	1.24E+11	2.47E+11	3.71E+11	4.95E+11	6.19E+11	927937500000	1.24E+12
5.08E-05	1.21E+13	1.21E+07	1.21E+10	1.21E+11	2.42E+11	3.63E+11	4.84E+11	6.05E+11	906990000000	1.21E+12
5.12E-05	1.18E+13	1.18E+07	1.18E+10	1.18E+11	2.36E+11	3.55E+11	4.73E+11	5.91E+11	886515000000	1.18E+12
5.16E-05	1.16E+13	1.16E+07	1.16E+10	1.16E+11	2.31E+11	3.47E+11	4.62E+11	5.78E+11	866497500000	1.16E+12
5.20E-05	1.13E+13	1.13E+07	1.13E+10	1.13E+11	2.26E+11	3.39E+11	4.52E+11	5.65E+11	846937500000	1.13E+12
5.24E-05	1.10E+13	1.10E+07	1.10E+10	1.10E+11	2.21E+11	3.31E+11	4.42E+11	5.52E+11	827812500000	1.10E+12
5.28E-05	1.08E+13	1.08E+07	1.08E+10	1.08E+11	2.16E+11	3.24E+11	4.32E+11	5.39E+11	809122500000	1.08E+12
5.32E-05	1.05E+13	1.05E+07	1.05E+10	1.05E+11	2.11E+11	3.16E+11	4.22E+11	5.27E+11	790860000000	1.05E+12
5.36E-05	1.03E+13	1.03E+07	1.03E+10	1.03E+11	2.06E+11	3.09E+11	4.12E+11	5.15E+11	773002500000	1.03E+12
5.40E-05	1.01E+13	1.01E+07	1.01E+10	1.01E+11	2.01E+11	3.02E+11	4.03E+11	5.04E+11	755550000000	1.01E+12
5.44E-05	9.85E+12	9.85E+06	9.85E+09	9.85E+10	1.97E+11	2.95E+11	3.94E+11	4.92E+11	738492000000	9.85E+11
5.48E-05	9.62E+12	9.62E+06	9.62E+09	9.62E+10	1.92E+11	2.89E+11	3.85E+11	4.81E+11	721819500000	9.62E+11
5.52E-05	9.41E+12	9.41E+06	9.41E+09	9.41E+10	1.88E+11	2.82E+11	3.76E+11	4.70E+11	705522750000	9.41E+11
5.56E-05	9.19E+12	9.19E+06	9.19E+09	9.19E+10	1.84E+11	2.76E+11	3.68E+11	4.60E+11	689594250000	9.19E+11
5.60E-05	8.99E+12	8.99E+06	8.99E+09	8.99E+10	1.80E+11	2.70E+11	3.59E+11	4.49E+11	674025750000	8.99E+11
5.64E-05	8.78E+12	8.78E+06	8.78E+09	8.78E+10	1.76E+11	2.64E+11	3.51E+11	4.39E+11	658808250000	8.78E+11
5.68E-05	8.59E+12	8.59E+06	8.59E+09	8.59E+10	1.72E+11	2.58E+11	3.43E+11	4.29E+11	643934250000	8.59E+11
5.72E-05	8.39E+12	8.39E+06	8.39E+09	8.39E+10	1.68E+11	2.52E+11	3.36E+11	4.20E+11	629396250000	8.39E+11
5.76E-05	8.20E+12	8.20E+06	8.20E+09	8.20E+10	1.64E+11	2.46E+11	3.28E+11	4.10E+11	615186000000	8.20E+11
5.80E-05	8.02E+12	8.02E+06	8.02E+09	8.02E+10	1.60E+11	2.41E+11	3.21E+11	4.01E+11	601297500000	8.02E+11
5.84E-05	7.84E+12	7.84E+06	7.84E+09	7.84E+10	1.57E+11	2.35E+11	3.13E+11	3.92E+11	587721750000	7.84E+11
5.88E-05	7.66E+12	7.66E+06	7.66E+09	7.66E+10	1.53E+11	2.30E+11	3.06E+11	3.83E+11	574452750000	7.66E+11
5.92E-05	7.49E+12	7.49E+06	7.49E+09	7.49E+10	1.50E+11	2.25E+11	2.99E+11	3.74E+11	561483750000	7.49E+11
5.96E-05	7.32E+12	7.32E+06	7.32E+09	7.32E+10	1.46E+11	2.20E+11	2.93E+11	3.66E+11	548807250000	7.32E+11
6.00E-05	7.15E+12	7.15E+06	7.15E+09	7.15E+10	1.43E+11	2.15E+11	2.86E+11	3.58E+11	536416500000	7.15E+11
6.04E-05	6.99E+12	6.99E+06	6.99E+09	6.99E+10	1.40E+11	2.10E+11	2.80E+11	3.50E+11	524306250000	6.99E+11
